used,pack,easting,northing,elevation,deerwin
0,Red Deer,594324,5723563,2430,1
0,Red Deer,562101,5708602,2374,1
0,Red Deer,598596,5720682,1742,0
0,Red Deer,580405,5730471,2346,3
0,Red Deer,574624,5712125,2272,4
0,Red Deer,571462,5716473,2362,1
0,Red Deer,580507,5704065,2379,3
0,Red Deer,578374,5708912,2841,1
0,Red Deer,575210,5716175,2105,3
0,Red Deer,597999,5717659,1999,5
0,Red Deer,567735,5694991,2655,1
0,Red Deer,591953,5726495,2411,1
0,Red Deer,590933,5733071,2096,0
0,Red Deer,567585,5696749,2465,1
0,Red Deer,560974,5718306,2161,3
0,Red Deer,579782,5729388,2573,1
0,Red Deer,578175,5703009,2561,1
0,Red Deer,560133,5705184,2703,1
0,Red Deer,569383,5715953,2681,1
0,Red Deer,577513,5701806,2545,1
0,Red Deer,600989,5722572,1858,0
0,Red Deer,569869,5733121,2548,1
0,Red Deer,587662,5726213,1666,3
0,Red Deer,587877,5735368,2260,0
0,Red Deer,587746,5735773,2364,0
0,Red Deer,569122,5730166,2203,3
0,Red Deer,558070,5705353,2157,3
0,Red Deer,565504,5695707,1708,4
0,Red Deer,564480,5717669,2942,1
0,Red Deer,587924,5713397,2228,3
0,Red Deer,569791,5726004,2015,4
0,Red Deer,576567,5730681,2112,3
0,Red Deer,593299,5718777,2178,3
0,Red Deer,568545,5705977,2297,3
0,Red Deer,575695,5708081,2399,1
0,Red Deer,563144,5719990,2681,1
0,Red Deer,560353,5719902,2040,3
0,Red Deer,573854,5697822,2611,1
0,Red Deer,574288,5740227,2168,0
0,Red Deer,576166,5731290,2345,3
0,Red Deer,578763,5720519,2260,4
0,Red Deer,583847,5716618,2155,4
0,Red Deer,575158,5718103,1986,4
0,Red Deer,572609,5713633,1900,3
0,Red Deer,562142,5715714,2659,1
0,Red Deer,582974,5723273,2076,1
0,Red Deer,579271,5719812,2229,3
0,Red Deer,589636,5719137,2302,3
0,Red Deer,573219,5721076,1910,4
0,Red Deer,567432,5717536,2676,1
0,Red Deer,591942,5731835,1715,0
0,Red Deer,599752,5720400,1808,0
0,Red Deer,565390,5725705,2703,1
0,Red Deer,568402,5732817,2582,1
0,Red Deer,579429,5716038,2705,1
0,Red Deer,573284,5714274,1909,4
0,Red Deer,595634,5726008,2111,0
0,Red Deer,579253,5701613,2577,1
0,Red Deer,589792,5727981,1660,3
0,Red Deer,576096,5735502,2740,0
0,Red Deer,585569,5739396,2301,0
0,Red Deer,565473,5697679,1881,4
0,Red Deer,559332,5712462,1827,3
0,Red Deer,583264,5716995,2188,4
0,Red Deer,586671,5724960,1796,4
0,Red Deer,602220,5723232,1989,0
0,Red Deer,592052,5730365,1627,0
0,Red Deer,566871,5708720,2172,3
0,Red Deer,568408,5696392,1887,3
0,Red Deer,563872,5717217,2797,1
0,Red Deer,573036,5697943,2605,1
0,Red Deer,557823,5713001,1864,1
0,Red Deer,570153,5709977,2382,1
0,Red Deer,581009,5708984,2189,5
0,Red Deer,594413,5717998,2159,4
0,Red Deer,575494,5733590,2720,1
0,Red Deer,561055,5713066,1976,3
0,Red Deer,570389,5720867,2511,1
0,Red Deer,557163,5709961,1895,4
0,Red Deer,569874,5730117,2399,3
0,Red Deer,582555,5713841,2501,3
0,Red Deer,570478,5713351,2103,1
0,Red Deer,589174,5735957,2232,0
0,Red Deer,574306,5729318,2393,3
0,Red Deer,578333,5702674,2464,1
0,Red Deer,572129,5714409,1890,4
0,Red Deer,561887,5710285,2454,1
0,Red Deer,585480,5735666,2414,0
0,Red Deer,560312,5702271,2327,1
0,Red Deer,593646,5717416,1972,4
0,Red Deer,567248,5694607,2287,4
0,Red Deer,564497,5703526,2397,1
0,Red Deer,589407,5709407,2241,3
0,Red Deer,584454,5718294,2229,4
0,Red Deer,582889,5729883,2261,3
0,Red Deer,565804,5726078,2675,1
0,Red Deer,574862,5702589,2094,4
0,Red Deer,588332,5711793,2193,3
0,Red Deer,566413,5707385,2444,1
0,Red Deer,589024,5709014,2003,4
0,Red Deer,593872,5720971,2189,3
0,Red Deer,580157,5718452,2435,1
0,Red Deer,558709,5712253,1789,4
0,Red Deer,596293,5721240,2262,3
0,Red Deer,558058,5703759,2165,1
0,Red Deer,565495,5695771,1708,4
0,Red Deer,569749,5735268,2690,1
0,Red Deer,574991,5732517,2387,3
0,Red Deer,571906,5706862,2844,1
0,Red Deer,599996,5721670,1745,0
0,Red Deer,573613,5739381,2723,1
0,Red Deer,587218,5721808,2102,4
0,Red Deer,574463,5737142,2587,0
0,Red Deer,564508,5718408,2506,1
0,Red Deer,582160,5727004,2138,5
0,Red Deer,577001,5712714,2434,1
0,Red Deer,565175,5692831,1700,4
0,Red Deer,589696,5730025,1697,0
0,Red Deer,571887,5723104,2480,1
0,Red Deer,580978,5710899,2618,1
0,Red Deer,577232,5723783,1824,4
0,Red Deer,568652,5715173,2876,1
0,Red Deer,569215,5718247,2134,4
0,Red Deer,571707,5697725,2336,4
0,Red Deer,577265,5728598,2144,3
0,Red Deer,570299,5704609,2478,1
0,Red Deer,567968,5717160,2544,1
0,Red Deer,570754,5719641,2598,1
0,Red Deer,586797,5731725,2722,0
0,Red Deer,575574,5723107,1838,3
0,Red Deer,584922,5724605,1743,4
0,Red Deer,597230,5717894,1931,4
0,Red Deer,568521,5698067,2027,3
0,Red Deer,578144,5707954,2810,1
0,Red Deer,595313,5715464,1976,4
0,Red Deer,573928,5716422,1905,3
0,Red Deer,583521,5709544,2049,4
0,Red Deer,574701,5713590,2202,4
0,Red Deer,586908,5735033,2352,0
0,Red Deer,560956,5711761,2250,4
0,Red Deer,571916,5698434,2620,1
0,Red Deer,584673,5728700,2527,3
0,Red Deer,592107,5713925,1940,4
0,Red Deer,589274,5730181,1741,0
0,Red Deer,574764,5704109,2045,4
0,Red Deer,567879,5709584,2279,1
0,Red Deer,594249,5729293,1767,0
0,Red Deer,558715,5701498,2078,1
0,Red Deer,566704,5727652,2411,1
0,Red Deer,574305,5701230,2409,1
0,Red Deer,562744,5693239,1610,4
0,Red Deer,591473,5713665,1935,4
0,Red Deer,565554,5719800,2686,1
0,Red Deer,570739,5714901,2533,1
0,Red Deer,559121,5710151,1908,3
0,Red Deer,593507,5714039,1975,4
0,Red Deer,560174,5708800,2324,1
0,Red Deer,591067,5721183,2669,1
0,Red Deer,593043,5730132,1618,0
0,Red Deer,578284,5720888,2496,1
0,Red Deer,573607,5712812,2069,3
0,Red Deer,570376,5735853,2487,1
0,Red Deer,569026,5719681,2341,3
0,Red Deer,583540,5707114,2623,1
0,Red Deer,582652,5705795,2098,3
0,Red Deer,590170,5729427,1664,0
0,Red Deer,583528,5720408,2359,1
0,Red Deer,585236,5738709,2341,0
0,Red Deer,591842,5731142,1644,0
0,Red Deer,583145,5732544,2657,1
0,Red Deer,580633,5732596,2146,4
0,Red Deer,566418,5713413,2573,1
